Tile P_Hoto ,Point,ID,Location_Day,Observer,Notes
YHG3_Green_Week6_Day30,42,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,43,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,44,P_H,YHG_30,MT,
YHG3_Green_Week6_Day30,45,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,46,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,47,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,48,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,49,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,50,Sed,YHG_30,MT,
YHG3_Green_Week6_Day30,51,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,52,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,53,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,54,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,55,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,56,P_H,YHG_30,MT,
YHG3_Green_Week6_Day30,57,Sed,YHG_30,MT,
YHG3_Green_Week6_Day30,58,A_C,YHG_30,MT,
YHG3_Green_Week6_Day30,59,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,60,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,61,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,62,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,63,B_E,YHG_30,MT,
YHG3_Green_Week6_Day30,64,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,65,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,66,B_E,YHG_30,MT,
YHG3_Green_Week6_Day30,67,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,68,B_E,YHG_30,MT,
YHG3_Green_Week6_Day30,69,A_C,YHG_30,MT,resolved from Deans email 
YHG3_Green_Week6_Day30,70,Brown,YHG_30,MT,
YHG3_Green_Week6_Day30,71,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,72,A_C,YHG_30,MT,
YHG3_Green_Week6_Day30,73,A_S,YHG_30,MT,resolved from group meeting 
YHG3_Green_Week6_Day30,74,A_C,YHG_30,MT,
YHG3_Green_Week6_Day30,75,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,76,Sed,YHG_30,MT,
YHG3_Green_Week6_Day30,77,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,78,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,79,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,80,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,81,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,82,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,83,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,84,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,85,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,86,Sed,YHG_30,MT,
YHG3_Green_Week6_Day30,87,Sed,YHG_30,MT,
YHG3_Green_Week6_Day30,88,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,89,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,90,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,91,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,92,B_A,YHG_30,MT,
YHG3_Green_Week6_Day30,93,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,94,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,95,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,96,OS,YHG_30,MT,
YHG3_Green_Week6_Day30,97,Green,YHG_30,MT,
YHG3_Green_Week6_Day30,98,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,99,Turf,YHG_30,MT,
YHG3_Green_Week6_Day30,100,Green,YHG_30,MT,
YHG4_Blue_Week6_Day30,1,OS,YHG_30,MG,Blue
YHG4_Blue_Week6_Day30,2,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,3,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,4,Sed,YHG_30,MG,
YHG4_Blue_Week6_Day30,5,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,6,Sed,YHG_30,MG,
YHG4_Blue_Week6_Day30,7,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,8,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,9,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,10,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,11,A_S,YHG_30,MG,
YHG4_Blue_Week6_Day30,12,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,13,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,14,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,15,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,16,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,17,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,18,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,19,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,20,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,21,Sed,YHG_30,MG,
YHG4_Blue_Week6_Day30,22,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,23,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,24,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,25,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,26,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,27,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,28,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,29,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,30,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,31,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,32,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,33,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,34,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,35,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,36,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,37,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,38,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,39,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,40,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,41,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,42,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,43,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,44,A_C,YHG_30,MG,
YHG4_Blue_Week6_Day30,45,B_E,YHG_30,MG,
YHG4_Blue_Week6_Day30,46,B_E,YHG_30,MG,
YHG4_Blue_Week6_Day30,47,B_E,YHG_30,MG,
YHG4_Blue_Week6_Day30,48,Sed,YHG_30,MG,
YHG4_Blue_Week6_Day30,49,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,50,B_E,YHG_30,MG,
YHG4_Blue_Week6_Day30,51,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,52,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,53,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,54,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,55,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,56,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,57,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,58,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,59,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,60,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,61,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,62,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,63,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,64,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,65,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,66,B_E,YHG_30,MG,
YHG4_Blue_Week6_Day30,67,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,68,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,69,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,70,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,71,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,72,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,73,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,74,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,75,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,76,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,77,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,78,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,79,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,80,Green,YHG_30,MG,
YHG4_Blue_Week6_Day30,81,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,82,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,83,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,84,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,85,P_H,YHG_30,MG,
YHG4_Blue_Week6_Day30,86,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,87,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,88,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,89,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,90,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,91,OS,YHG_30,MG,
YHG4_Blue_Week6_Day30,92,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,93,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,94,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,95,Turf ,YHG_30,MG,
YHG4_Blue_Week6_Day30,96,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,97,CB,YHG_30,MG,
YHG4_Blue_Week6_Day30,98,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,99,Turf,YHG_30,MG,
YHG4_Blue_Week6_Day30,100,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,1,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,2,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,3,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,4,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,5,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,6,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,7,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,8,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,9,Sed,YHG_30,MT,
YHG5_Clear_Week6_Day30,10,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,11,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,12,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,13,P_H,YHG_30,MT,
YHG5_Clear_Week6_Day30,14,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,15,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,16,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,17,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,18,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,19,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,20,B_A,YHG_30,MT,
YHG5_Clear_Week6_Day30,21,B_A,YHG_30,MT,
YHG5_Clear_Week6_Day30,22,B_A,YHG_30,MT,
YHG5_Clear_Week6_Day30,23,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,24,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,25,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,26,A_S,YHG_30,MT,
YHG5_Clear_Week6_Day30,27,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,28,P_H,YHG_30,MT,
YHG5_Clear_Week6_Day30,29,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,30,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,31,A_C,YHG_30,MT,
YHG5_Clear_Week6_Day30,32,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,33,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,34,A_C,YHG_30,MT,
YHG5_Clear_Week6_Day30,35,A_C,YHG_30,MT,
YHG5_Clear_Week6_Day30,36,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,37,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,38,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,39,A_S,YHG_30,MT,
YHG5_Clear_Week6_Day30,40,A_S,YHG_30,MT,
YHG5_Clear_Week6_Day30,41,B_A,YHG_30,MT,
YHG5_Clear_Week6_Day30,42,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,43,Hyd,YHG_30,MT,
YHG5_Clear_Week6_Day30,44,CB,YHG_30,MT,
YHG5_Clear_Week6_Day30,45,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,46,Turf,YHG_30,MT,
YHG5_Clear_Week6_Day30,47,Hyd,YHG_30,MT,
YHG5_Clear_Week6_Day30,48,OS,YHG_30,MT,
YHG5_Clear_Week6_Day30,49,Hyd,YHG_30,MT,
YHG5_Clear_Week6_Day30,50,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,51,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,52,B_E,YHG_30,MG,
YHG5_Clear_Week6_Day30,53,B_E,YHG_30,MG,
YHG5_Clear_Week6_Day30,54,B_E,YHG_30,MG,
YHG5_Clear_Week6_Day30,55,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,56,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,57,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,58,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,59,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,60,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,61,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,62,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,63,CB,YHG_30,MG,
YHG5_Clear_Week6_Day30,64,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,65,P_H,YHG_30,MG,
YHG5_Clear_Week6_Day30,66,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,67,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,68,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,69,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,70,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,71,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,72,P_H,YHG_30,MG,
YHG5_Clear_Week6_Day30,73,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,74,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,75,CB,YHG_30,MG,
YHG5_Clear_Week6_Day30,76,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,77,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,78,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,79,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,80,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,81,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,82,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,83,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,84,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,85,A_C,YHG_30,MG,
YHG5_Clear_Week6_Day30,86,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,87,CB,YHG_30,MG,
YHG5_Clear_Week6_Day30,88,B_E,YHG_30,MG,
YHG5_Clear_Week6_Day30,89,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,90,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,91,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,92,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,93,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,94,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,95,P_H,YHG_30,MG,
YHG5_Clear_Week6_Day30,96,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,97,Turf,YHG_30,MG,
YHG5_Clear_Week6_Day30,98,P_H,YHG_30,MG,
YHG5_Clear_Week6_Day30,99,OS,YHG_30,MG,
YHG5_Clear_Week6_Day30,100,Turf,YHG_30,MG,
YHG6_Black_Week6_Day30,1,Green,YHG_30,ALS,black 
YHG6_Black_Week6_Day30,2,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,3,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,4,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,5,P_S,YHG_30,ALS,
YHG6_Black_Week6_Day30,6,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,7,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,8,CCA,YHG_30,ALS,
YHG6_Black_Week6_Day30,9,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,10,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,11,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,12,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,13,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,14,CCA,YHG_30,ALS,
YHG6_Black_Week6_Day30,15,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,16,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,17,CCA,YHG_30,ALS,
YHG6_Black_Week6_Day30,18,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,19,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,20,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,21,P_S,YHG_30,ALS,
YHG6_Black_Week6_Day30,22,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,23,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,24,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,25,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,26,A_C,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,27,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,28,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,29,A_C,YHG_30,ALS,
YHG6_Black_Week6_Day30,30,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,31,A_C,YHG_30,ALS,resolved in group meeting
YHG6_Black_Week6_Day30,32,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,33,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,34,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,35,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,36,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,37,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,38,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,39,A_C,YHG_30,ALS,
YHG6_Black_Week6_Day30,40,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,41,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,42,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,43,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,44,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,45,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,46,A_S,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,47,P_S,YHG_30,ALS,
YHG6_Black_Week6_Day30,48,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,49,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,50,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,51,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,52,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,53,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,54,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,55,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,56,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,57,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,58,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,59,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,60,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,61,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,62,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,63,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,64,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,65,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,66,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,67,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,68,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,69,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,70,P_H,YHG_30,ALS,
YHG6_Black_Week6_Day30,71,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,72,A_C,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,73,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,74,A_C,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,75,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,76,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,77,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,78,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,79,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,80,Green,YHG_30,ALS,resolved in group meeting 
YHG6_Black_Week6_Day30,81,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,82,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,83,Hyd,YHG_30,ALS,
YHG6_Black_Week6_Day30,84,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,85,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,86,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,87,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,88,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,89,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,90,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,91,Green,YHG_30,ALS,
YHG6_Black_Week6_Day30,92,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,93,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,94,OS,YHG_30,ALS,
YHG6_Black_Week6_Day30,95,Sed,YHG_30,ALS,
YHG6_Black_Week6_Day30,96,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,97,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,98,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,99,Turf,YHG_30,ALS,
YHG6_Black_Week6_Day30,100,Turf,YHG_30,ALS,
YHG1_Pink_Week8_Day45,1,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,2,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,3,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,4,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,5,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,6,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,7,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,8,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,9,A_C,YHG_45,ALS,"Not sure, need to double check"
YHG1_Pink_Week8_Day45,10,A_C,YHG_45,ALS,"Not sure, need to double check"
YHG1_Pink_Week8_Day45,11,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,12,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,13,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,14,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,15,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,16,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,17,P_S,YHG_45,ALS,
YHG1_Pink_Week8_Day45,18,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,19,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,20,OS,YHG_45,ALS,
YHG1_Pink_Week8_Day45,21,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,22,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,23,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,24,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,25,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,26,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,27,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,28,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,29,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,30,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,31,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,32,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,33,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,34,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,35,P_S,YHG_45,ALS,
YHG1_Pink_Week8_Day45,36,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,37,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,38,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,39,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,40,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,41,Biv,YHG_45,ALS,
YHG1_Pink_Week8_Day45,42,OS,YHG_45,ALS,
YHG1_Pink_Week8_Day45,43,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,44,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,45,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,46,OS,YHG_45,ALS,
YHG1_Pink_Week8_Day45,47,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,48,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,49,Turf,YHG_45,ALS,
YHG1_Pink_Week8_Day45,50,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,51,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,52,B_E,YHG_45,ALS,
YHG1_Pink_Week8_Day45,53,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,54,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,55,OS,YHG_45,ALS,
YHG1_Pink_Week8_Day45,56,P_S,YHG_45,ALS,
YHG1_Pink_Week8_Day45,57,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,58,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,59,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,60,OS,YHG_45,ALS,
YHG1_Pink_Week8_Day45,61,Turf,YHG_45,ALS,
YHG1_Pink_Week8_Day45,62,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,63,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,64,A_C,YHG_45,ALS,
YHG1_Pink_Week8_Day45,65,A_C,YHG_45,ALS,
